deaths,dragonKills,baronKills,firstBloodKill,firstBloodAssist,kills,lane,neutralMinionsKilled,turretTakedowns,turretsLost,visionScore,goldEarned,timeCCingOthers,enemyMissingPings,clearedPings,totalPings,wardsPlaced,wardsKilled,detectorPlaced,position,duration,win
2,0,0,False,False,2,MIDDLE,0,2,2,23,8736,31,7,0,20,10,6,1,SOLO,1631,True
1,0,0,False,False,7,BOTTOM,4,4,2,15,12788,13,0,0,5,8,4,0,CARRY,1631,True
2,0,0,False,False,1,BOTTOM,2,5,2,42,7694,22,2,0,17,24,3,1,SUPPORT,1631,True
6,0,0,False,False,7,TOP,7,3,10,13,14185,33,1,0,3,5,1,0,SOLO,1602,False
14,1,0,False,False,6,JUNGLE,124,0,10,23,9688,19,6,0,69,3,4,0,NONE,1602,False
12,0,0,False,False,7,MIDDLE,0,0,10,15,10546,36,3,0,24,12,1,4,SOLO,1602,False
10,0,0,False,False,4,BOTTOM,4,0,10,30,10254,6,8,0,72,11,10,2,CARRY,1602,False
7,0,0,False,False,2,BOTTOM,0,0,10,47,7100,26,2,0,27,19,2,0,SUPPORT,1602,False
6,0,0,False,False,7,TOP,0,5,3,12,12640,6,2,0,10,8,2,0,SOLO,1602,True
3,1,1,False,False,24,JUNGLE,166,4,3,30,19453,10,6,0,120,11,4,2,NONE,1602,True
4,1,0,True,False,11,MIDDLE,6,2,3,33,12046,11,11,0,40,16,2,3,SOLO,1602,True
9,0,0,False,False,5,BOTTOM,4,3,3,8,10056,16,3,0,8,6,0,0,CARRY,1602,True
5,0,0,False,False,2,BOTTOM,0,3,3,66,9031,30,1,0,18,33,6,4,SUPPORT,1602,True
5,0,0,False,True,8,BOTTOM,0,0,0,0,29435,145,2,0,2,0,0,0,SUPPORT,1659,True
6,0,0,True,False,23,BOTTOM,0,0,0,0,31745,137,1,0,1,0,0,0,SUPPORT,1659,True
8,0,0,False,False,19,MIDDLE,0,0,0,0,33471,9,0,0,0,0,0,0,SOLO,1659,True
9,0,0,False,False,0,TOP,0,0,0,0,7050,24,0,0,0,0,0,0,SUPPORT,1659,False
8,0,0,False,False,3,MIDDLE,0,0,0,4,9500,71,0,0,1,0,0,0,SUPPORT,1659,False
6,0,0,False,False,8,JUNGLE,0,0,0,0,31250,214,0,0,0,0,0,0,NONE,1659,True
7,0,0,False,False,1,TOP,0,0,0,0,6500,30,0,0,0,0,0,0,SUPPORT,1659,False
11,0,0,False,False,8,BOTTOM,0,0,0,0,16795,12,0,0,0,0,0,0,SUPPORT,1659,False
8,0,0,False,False,4,MIDDLE,0,0,0,0,9969,19,0,0,0,0,0,0,SUPPORT,1659,False
8,0,0,False,False,11,BOTTOM,0,0,0,0,15000,4,0,0,1,0,0,0,SUPPORT,1659,True
0,0,0,False,False,14,BOTTOM,4,9,2,15,17233,6,3,0,27,10,3,0,CARRY,1807,True
2,4,1,False,True,10,JUNGLE,209,6,2,40,15527,29,1,0,49,7,8,4,NONE,1807,True
2,0,0,False,True,7,MIDDLE,4,3,2,21,12718,62,1,0,37,6,7,1,SOLO,1807,True
5,0,0,False,False,1,TOP,10,2,2,28,11218,22,9,0,14,10,6,1,SOLO,1807,True
6,0,0,True,False,3,BOTTOM,11,2,2,94,10110,62,0,0,20,45,7,8,SUPPORT,1807,True
3,0,0,False,False,5,TOP,0,1,11,19,13875,6,2,0,6,9,1,1,SOLO,1807,False
13,1,0,False,False,9,JUNGLE,148,0,11,22,12576,8,3,0,43,1,4,0,NONE,1807,False
7,0,0,False,False,0,BOTTOM,1,0,11,21,8141,41,6,0,35,15,3,4,SUPPORT,1807,False
6,0,0,False,False,0,BOTTOM,0,1,11,9,10233,0,3,0,16,9,1,0,DUO,1807,False
6,0,0,False,False,1,BOTTOM,0,0,11,84,7708,35,1,0,8,44,13,9,SUPPORT,1807,False
7,0,0,False,False,12,MIDDLE,0,2,4,20,14156,7,17,0,60,7,4,0,DUO,1650,True
3,3,0,False,False,6,JUNGLE,189,0,4,29,11685,147,12,0,95,11,5,2,NONE,1650,True
4,0,0,False,False,5,MIDDLE,0,1,4,6,11189,46,4,0,24,2,1,0,DUO,1650,True
3,0,0,False,False,10,TOP,4,2,4,16,14138,3,4,0,35,9,5,0,SOLO,1650,True
5,0,0,False,False,2,BOTTOM,0,0,4,64,8577,58,2,0,42,27,8,5,SOLO,1650,True
8,0,0,False,True,0,TOP,0,0,5,29,7478,37,3,0,4,10,2,2,DUO,1650,False
6,1,0,False,True,7,JUNGLE,167,1,5,31,12151,31,3,0,101,6,4,4,NONE,1650,False
7,0,0,False,True,5,TOP,4,4,5,10,12104,16,3,0,21,6,0,0,DUO,1650,False
8,0,0,True,False,10,BOTTOM,4,0,5,19,12836,10,4,0,9,7,4,0,CARRY,1650,False
6,0,0,False,True,0,BOTTOM,0,0,5,89,7308,53,1,0,8,34,12,6,SUPPORT,1650,False
0,0,0,False,False,8,TOP,8,2,1,17,12639,6,0,0,5,10,0,0,SOLO,1546,True
3,1,0,False,False,7,JUNGLE,100,1,1,21,9596,12,0,0,3,5,3,0,NONE,1546,True
3,0,0,False,False,2,MIDDLE,0,4,1,21,10901,16,1,0,8,10,2,1,SOLO,1546,True
5,0,0,False,False,13,BOTTOM,0,2,1,12,13046,43,1,0,9,7,0,0,CARRY,1546,True
6,0,0,False,False,3,BOTTOM,0,0,1,46,8249,27,1,0,3,21,2,2,SUPPORT,1546,True
5,0,0,False,False,0,TOP,0,0,6,12,7084,30,2,0,10,7,0,0,SOLO,1546,False
5,2,0,True,False,5,JUNGLE,148,0,6,16,10449,5,1,0,42,1,3,0,NONE,1546,False
6,0,0,False,True,3,MIDDLE,4,0,6,12,9133,20,5,0,10,9,0,0,SOLO,1546,False
9,0,0,False,False,4,BOTTOM,0,0,6,9,9251,5,3,0,6,5,0,0,CARRY,1546,False
8,0,0,False,False,5,BOTTOM,0,0,6,57,7936,40,0,0,4,24,9,0,SUPPORT,1546,False
5,0,0,False,True,6,NONE,34,3,0,22,13748,7,1,0,14,12,0,0,SUPPORT,970,True
3,1,0,True,False,17,NONE,12,2,0,25,12267,30,0,0,8,18,0,0,SUPPORT,970,True
4,1,0,False,False,10,NONE,21,3,0,19,13355,31,0,0,1,0,8,0,SUPPORT,970,True
5,1,0,False,False,7,NONE,4,1,0,8,11161,66,1,0,4,6,0,0,SUPPORT,970,True
3,0,0,False,True,13,NONE,0,6,0,29,16972,19,0,0,3,17,1,0,SUPPORT,970,True
12,0,0,False,False,2,NONE,0,0,10,14,8930,51,5,0,5,10,0,0,SUPPORT,970,False
13,0,0,False,False,3,NONE,0,0,10,0,10272,4,0,0,4,1,0,0,SUPPORT,970,False
12,0,0,False,False,8,NONE,8,0,10,20,12092,23,4,0,17,13,0,0,SUPPORT,970,False
7,0,0,False,False,4,NONE,5,0,10,10,11373,16,0,0,2,10,0,0,SUPPORT,970,False
9,0,0,False,False,2,NONE,16,0,10,16,8865,12,1,0,4,12,0,0,SUPPORT,970,False
5,0,0,False,True,6,NONE,34,3,0,22,13748,7,1,0,14,12,0,0,SUPPORT,970,True
3,1,0,True,False,17,NONE,12,2,0,25,12267,30,0,0,8,18,0,0,SUPPORT,970,True
4,1,0,False,False,10,NONE,21,3,0,19,13355,31,0,0,1,0,8,0,SUPPORT,970,True
5,1,0,False,False,7,NONE,4,1,0,8,11161,66,1,0,4,6,0,0,SUPPORT,970,True
3,0,0,False,True,13,NONE,0,6,0,29,16972,19,0,0,3,17,1,0,SUPPORT,970,True
12,0,0,False,False,2,NONE,0,0,10,14,8930,51,5,0,5,10,0,0,SUPPORT,970,False
13,0,0,False,False,3,NONE,0,0,10,0,10272,4,0,0,4,1,0,0,SUPPORT,970,False
12,0,0,False,False,8,NONE,8,0,10,20,12092,23,4,0,17,13,0,0,SUPPORT,970,False
7,0,0,False,False,4,NONE,5,0,10,10,11373,16,0,0,2,10,0,0,SUPPORT,970,False
9,0,0,False,False,2,NONE,16,0,10,16,8865,12,1,0,4,12,0,0,SUPPORT,970,False
6,0,0,False,False,4,BOTTOM,0,0,0,0,7000,20,0,0,1,0,0,0,SUPPORT,1512,False
7,0,0,False,False,0,BOTTOM,0,0,0,0,7005,28,0,0,5,0,0,0,SUPPORT,1512,False
2,0,0,False,False,12,TOP,0,0,0,0,22855,132,1,0,5,0,0,0,SUPPORT,1512,True
6,0,0,False,False,16,TOP,0,0,0,0,24005,161,0,0,2,0,0,0,SUPPORT,1512,True
7,0,0,False,False,17,TOP,0,0,0,0,23755,70,0,0,2,0,0,0,SUPPORT,1512,True
6,0,0,False,False,4,JUNGLE,0,0,0,0,7455,66,0,0,0,0,0,0,NONE,1512,False
8,0,0,False,False,7,TOP,0,0,0,0,11800,31,1,0,2,0,0,0,SUPPORT,1512,True
8,0,0,False,False,6,TOP,0,0,0,0,14550,130,0,0,0,0,0,0,SUPPORT,1512,True
11,0,0,False,False,7,TOP,0,0,0,0,22510,10,5,0,11,0,0,0,SUPPORT,1512,True
6,0,0,False,False,15,TOP,0,0,0,0,17380,105,0,0,0,0,0,0,SUPPORT,1512,True
8,0,0,False,False,3,TOP,4,4,2,8,11047,26,2,0,16,7,1,1,SOLO,1754,True
2,1,0,False,False,5,JUNGLE,193,4,2,38,12639,22,25,0,98,10,1,6,NONE,1754,True
3,0,0,False,False,15,MIDDLE,0,3,2,27,16128,4,2,0,38,6,7,2,SOLO,1754,True
8,0,0,False,False,6,BOTTOM,4,5,2,34,13077,56,2,0,43,7,9,0,CARRY,1754,True
4,0,0,False,False,1,BOTTOM,0,4,2,78,9094,79,22,0,98,29,7,7,SUPPORT,1754,True
5,0,0,True,False,6,TOP,8,1,9,13,11044,19,4,0,60,9,1,0,SOLO,1754,False
6,2,0,False,True,9,JUNGLE,146,0,9,18,12580,25,8,0,120,6,2,3,NONE,1754,False
4,0,0,False,False,5,MIDDLE,0,0,9,44,9021,46,2,0,45,0,3,0,SOLO,1754,False
10,0,0,False,False,5,BOTTOM,0,2,9,10,11782,7,7,0,33,8,1,0,CARRY,1754,False
5,0,0,False,False,0,BOTTOM,0,0,9,88,7078,83,1,0,29,45,8,8,SUPPORT,1754,False
4,0,0,False,False,3,TOP,0,0,11,7,8528,48,1,0,20,4,0,0,SOLO,1647,False
8,0,0,False,False,2,JUNGLE,133,0,11,23,8742,22,12,0,52,2,5,1,NONE,1647,False
7,0,0,True,False,10,MIDDLE,0,1,11,10,15018,3,5,0,40,4,2,0,SOLO,1647,False
8,0,0,False,False,4,BOTTOM,6,0,11,10,11118,8,16,0,47,8,0,0,CARRY,1647,False
10,0,0,False,False,2,BOTTOM,0,0,11,45,7312,30,4,0,16,22,4,1,SUPPORT,1647,False
4,1,1,False,False,4,TOP,12,3,1,16,10770,28,0,0,6,9,1,0,DUO,1647,True
5,2,0,False,False,12,JUNGLE,161,4,1,23,15232,17,0,0,33,4,6,1,NONE,1647,True
4,0,0,False,False,10,TOP,0,7,1,23,15200,17,14,0,27,6,1,3,DUO,1647,True
3,1,0,False,False,8,BOTTOM,12,7,1,15,12225,2,2,0,24,9,2,1,CARRY,1647,True
5,0,0,False,False,3,BOTTOM,8,5,1,57,10001,25,1,0,33,33,2,2,SUPPORT,1647,True
4,0,0,False,False,2,NONE,0,0,4,8,5954,19,1,0,1,6,0,1,SUPPORT,1121,False
6,1,0,False,False,2,NONE,100,0,4,12,6190,5,3,0,13,4,0,0,SUPPORT,1121,False
5,0,0,False,False,2,NONE,0,0,4,6,6038,15,6,0,12,4,0,0,SUPPORT,1121,False
2,0,0,False,False,1,NONE,0,0,4,7,5946,4,2,0,6,6,0,0,DUO,1121,False
3,0,0,False,False,0,NONE,0,0,4,30,3968,14,9,0,15,14,1,3,SUPPORT,1121,False
3,0,0,False,True,6,NONE,0,2,0,2,8328,25,0,0,0,2,0,0,SUPPORT,1121,True
0,2,0,True,False,4,NONE,138,1,0,14,8548,2,6,0,39,1,4,0,SUPPORT,1121,True
2,0,0,False,False,7,NONE,0,1,0,9,8622,21,7,0,27,6,0,0,SUPPORT,1121,True
2,0,0,False,False,2,NONE,0,1,0,12,6645,2,11,0,53,7,1,0,SUPPORT,1121,True
0,0,0,False,False,1,NONE,0,1,0,18,5279,10,0,0,20,7,0,0,SUPPORT,1121,True
4,0,0,False,False,2,NONE,0,0,4,8,5954,19,1,0,1,6,0,1,SUPPORT,1121,False
6,1,0,False,False,2,NONE,100,0,4,12,6190,5,3,0,13,4,0,0,SUPPORT,1121,False
5,0,0,False,False,2,NONE,0,0,4,6,6038,15,6,0,12,4,0,0,SUPPORT,1121,False
2,0,0,False,False,1,NONE,0,0,4,7,5946,4,2,0,6,6,0,0,DUO,1121,False
3,0,0,False,False,0,NONE,0,0,4,30,3968,14,9,0,15,14,1,3,SUPPORT,1121,False
3,0,0,False,True,6,NONE,0,2,0,2,8328,25,0,0,0,2,0,0,SUPPORT,1121,True
0,2,0,True,False,4,NONE,138,1,0,14,8548,2,6,0,39,1,4,0,SUPPORT,1121,True
2,0,0,False,False,7,NONE,0,1,0,9,8622,21,7,0,27,6,0,0,SUPPORT,1121,True
2,0,0,False,False,2,NONE,0,1,0,12,6645,2,11,0,53,7,1,0,SUPPORT,1121,True
0,0,0,False,False,1,NONE,0,1,0,18,5279,10,0,0,20,7,0,0,SUPPORT,1121,True
3,0,0,False,False,9,TOP,4,0,10,17,11148,23,3,0,8,9,1,0,SOLO,1697,False
7,1,0,False,False,3,JUNGLE,131,1,10,15,9415,17,1,0,4,3,0,1,NONE,1697,False
6,0,0,False,False,15,MIDDLE,0,1,10,17,13088,26,1,0,4,12,0,0,SOLO,1697,False
13,0,0,True,False,3,BOTTOM,0,4,10,17,10686,3,0,0,5,9,1,0,CARRY,1697,False
15,0,0,False,True,4,BOTTOM,0,0,10,2,9393,27,0,0,2,2,0,0,SUPPORT,1697,False
9,0,0,False,False,3,TOP,4,4,5,17,11562,27,6,0,12,9,1,0,SOLO,1697,True
6,2,0,False,False,7,JUNGLE,126,2,5,10,10681,22,1,0,17,3,0,0,NONE,1697,True
8,0,0,False,False,7,MIDDLE,0,4,5,3,10114,32,0,0,2,2,0,0,SOLO,1697,True
5,1,0,False,False,23,BOTTOM,8,5,5,13,15053,19,0,0,3,8,0,0,CARRY,1697,True
6,0,0,False,False,4,BOTTOM,0,4,5,48,9118,62,1,0,14,22,2,1,SUPPORT,1697,True
1,1,0,True,False,12,TOP,16,3,2,15,14268,5,4,0,31,9,1,0,SOLO,1662,True
4,1,1,False,False,4,JUNGLE,197,5,2,28,12777,12,1,0,25,5,4,3,NONE,1662,True
5,0,0,False,False,6,MIDDLE,0,2,2,38,11771,0,3,0,5,13,1,2,SOLO,1662,True
12,0,0,False,False,8,BOTTOM,20,1,2,4,12304,14,7,0,68,4,0,0,CARRY,1662,True
5,0,0,False,False,5,BOTTOM,0,3,2,59,9996,33,2,0,12,23,9,1,SUPPORT,1662,True
8,0,0,False,False,0,TOP,3,0,9,16,7606,11,1,0,3,7,2,0,SOLO,1662,False
8,1,0,False,False,9,JUNGLE,134,0,9,23,10930,7,8,0,51,1,4,0,NONE,1662,False
6,0,0,False,False,7,MIDDLE,0,1,9,15,13035,27,29,0,72,9,1,1,SOLO,1662,False
8,0,0,False,False,11,BOTTOM,8,1,9,5,11840,14,4,0,16,3,1,0,CARRY,1662,False
5,0,0,False,False,0,BOTTOM,0,0,9,71,7993,29,1,0,20,25,11,2,SUPPORT,1662,False
7,0,0,False,True,8,NONE,0,1,4,0,11573,1,0,0,2,0,0,0,SUPPORT,954,False
8,0,0,True,False,7,NONE,0,1,4,0,10713,31,0,0,5,0,0,0,SUPPORT,954,False
5,0,0,False,True,1,NONE,0,1,4,0,9387,54,0,0,1,0,0,0,SUPPORT,954,False
8,0,0,False,False,4,NONE,0,0,4,0,9973,23,0,0,2,0,0,0,DUO,954,False
6,0,0,False,True,6,NONE,0,1,4,0,10021,25,0,0,0,0,0,0,SUPPORT,954,False
4,0,0,False,False,10,NONE,0,3,1,0,12879,14,0,0,0,0,0,0,DUO,954,True
3,0,0,False,False,4,NONE,0,3,1,0,10558,32,0,0,0,0,0,0,SUPPORT,954,True
5,0,0,False,False,6,NONE,0,3,1,0,10953,16,0,0,4,0,0,0,SUPPORT,954,True
7,0,0,False,False,6,NONE,0,2,1,0,10803,5,1,0,1,0,0,0,SUPPORT,954,True
7,0,0,False,False,8,NONE,0,2,1,0,11666,25,2,0,38,0,0,0,SUPPORT,954,True
4,0,0,False,False,4,TOP,0,8,2,17,11600,12,15,0,27,9,1,0,SOLO,1657,True
4,3,1,False,False,6,JUNGLE,221,4,2,38,14285,10,0,0,43,7,6,5,NONE,1657,True
3,0,0,False,False,8,MIDDLE,0,2,2,4,11915,20,7,0,34,2,0,0,SOLO,1657,True
7,0,0,True,False,10,BOTTOM,16,6,2,10,14909,8,16,0,65,8,0,0,CARRY,1657,True
6,0,0,False,True,2,BOTTOM,0,3,2,42,8962,13,8,0,33,20,4,0,SUPPORT,1657,True
6,0,0,False,False,4,TOP,4,2,11,15,10703,18,8,0,33,9,0,0,SOLO,1657,False
8,1,0,False,False,7,JUNGLE,104,0,11,15,11077,7,2,0,3,3,2,0,NONE,1657,False
5,0,0,False,False,5,MIDDLE,0,0,11,13,10466,1,17,0,44,9,1,0,SOLO,1657,False
6,0,0,False,False,4,BOTTOM,0,0,11,19,9381,31,4,0,27,10,4,1,CARRY,1657,False
5,0,0,False,False,4,BOTTOM,0,0,11,47,8334,37,3,0,27,24,2,0,SUPPORT,1657,False
4,0,0,False,False,7,MIDDLE,11,5,8,28,15799,62,3,0,25,12,3,0,SOLO,1988,True
3,3,1,False,False,7,JUNGLE,168,4,8,38,13976,36,1,0,25,4,8,4,NONE,1988,True
5,1,0,False,False,8,TOP,14,3,8,27,15401,28,4,0,31,14,2,3,SOLO,1988,True
3,0,0,False,False,15,BOTTOM,4,3,8,16,16334,5,0,0,9,4,2,2,CARRY,1988,True
2,0,0,False,False,1,BOTTOM,0,5,8,104,9807,72,6,0,38,55,10,14,SUPPORT,1988,True
6,0,0,False,False,3,TOP,4,1,10,15,13039,12,0,0,8,8,2,0,DUO,1988,False
7,1,0,False,False,3,JUNGLE,180,0,10,17,12211,25,2,0,19,4,1,2,NONE,1988,False
8,0,0,True,False,8,TOP,8,5,10,29,19992,13,3,0,13,11,4,0,DUO,1988,False
6,0,0,False,False,0,BOTTOM,0,2,10,18,12843,20,6,0,29,8,3,0,CARRY,1988,False
11,0,0,False,False,3,BOTTOM,0,0,10,82,8583,46,9,0,39,44,5,6,SUPPORT,1988,False
14,0,0,True,False,4,MIDDLE,2,4,9,14,13729,19,4,0,23,9,1,4,DUO,2225,False
15,1,0,False,False,3,JUNGLE,144,3,9,17,12360,41,0,0,63,2,1,1,NONE,2225,False
8,0,0,False,False,5,MIDDLE,0,1,9,14,13942,53,5,0,13,9,0,0,DUO,2225,False
6,0,0,False,False,6,BOTTOM,0,0,9,22,15208,13,4,0,19,13,2,1,CARRY,2225,False
12,0,0,False,False,5,BOTTOM,0,0,9,62,9314,59,1,0,8,21,9,1,SUPPORT,2225,False
8,0,0,False,False,9,TOP,10,2,6,31,14749,40,0,0,9,16,3,1,CARRY,2225,True
5,2,1,False,False,7,TOP,215,1,6,37,15759,22,0,0,4,15,2,0,SUPPORT,2225,True
2,1,0,False,False,22,MIDDLE,4,5,6,10,19935,4,14,0,64,6,0,0,SOLO,2225,True
4,1,1,False,False,12,BOTTOM,8,3,6,22,14003,19,3,0,11,13,1,0,CARRY,2225,True
4,0,0,False,False,3,BOTTOM,0,0,6,84,11540,59,0,0,10,37,10,3,SUPPORT,2225,True
3,0,0,False,False,8,TOP,0,4,2,28,11286,37,7,0,55,11,2,2,SOLO,1562,True
5,3,0,False,False,10,JUNGLE,167,5,2,13,12301,24,5,0,29,1,1,0,NONE,1562,True
3,0,0,False,False,10,MIDDLE,0,6,2,17,14537,26,4,0,22,8,3,0,DUO,1562,True
4,1,0,True,False,13,MIDDLE,16,6,2,15,14296,7,5,0,24,8,0,0,DUO,1562,True
4,0,0,False,True,1,BOTTOM,0,4,2,62,8001,25,0,0,9,23,6,2,SOLO,1562,True
11,0,0,False,False,0,TOP,0,2,10,10,9654,23,2,0,29,2,3,1,SOLO,1562,False
5,0,0,False,False,7,JUNGLE,146,0,10,21,13040,10,11,0,63,8,2,1,NONE,1562,False
7,0,0,False,False,3,MIDDLE,0,0,10,18,9003,33,3,0,20,9,0,2,SOLO,1562,False
10,0,0,False,False,6,BOTTOM,0,0,10,14,10940,11,2,0,33,7,1,0,CARRY,1562,False
9,0,0,False,False,3,BOTTOM,0,0,10,58,7769,18,0,0,22,27,6,0,SUPPORT,1562,False
6,0,0,False,False,3,TOP,0,3,8,19,12181,8,0,0,5,9,2,0,SOLO,1833,False
8,0,1,False,False,3,JUNGLE,148,0,8,38,10087,34,0,0,26,18,3,7,NONE,1833,False
8,0,0,False,False,7,MIDDLE,6,2,8,19,13286,35,9,0,31,12,2,1,SOLO,1833,False
4,1,0,False,False,11,BOTTOM,4,2,8,7,13863,14,15,0,65,2,1,0,CARRY,1833,False
0,0,0,False,False,2,BOTTOM,0,1,8,91,8961,27,5,0,41,28,18,4,SUPPORT,1833,False
5,0,0,False,False,7,TOP,4,3,5,16,13849,23,4,0,24,10,1,1,SOLO,1833,True
4,2,0,False,False,11,JUNGLE,177,4,5,40,13367,26,6,0,30,19,3,7,NONE,1833,True
4,0,0,False,False,3,MIDDLE,4,7,5,30,13958,13,27,0,139,10,7,2,SOLO,1833,True
9,1,0,True,False,3,BOTTOM,16,2,5,10,10197,15,10,0,26,8,1,0,CARRY,1833,True
4,0,0,False,True,2,BOTTOM,0,2,5,85,8090,38,2,0,32,43,6,9,SUPPORT,1833,True
7,2,0,False,False,9,NONE,24,5,6,13,16335,0,0,0,0,9,0,0,SUPPORT,1041,True
13,1,0,False,False,13,NONE,4,1,6,14,12912,32,3,0,9,8,0,0,SUPPORT,1041,True
5,0,1,False,False,7,NONE,22,0,6,10,13692,18,1,0,5,9,0,0,SUPPORT,1041,True
8,0,0,False,False,14,NONE,12,3,6,14,16505,15,3,0,11,9,0,0,SUPPORT,1041,True
6,0,0,False,False,16,NONE,61,1,6,12,16956,6,0,0,0,8,0,0,SUPPORT,1041,True
9,0,0,False,False,6,NONE,8,3,9,9,12671,181,4,0,16,5,1,0,SUPPORT,1041,False
8,0,0,False,False,5,NONE,0,3,9,16,12388,10,1,0,5,11,0,0,SUPPORT,1041,False
14,0,0,False,False,13,NONE,0,2,9,8,14229,17,7,0,13,5,0,0,SUPPORT,1041,False
17,0,0,False,False,2,NONE,0,1,9,7,9478,28,2,0,2,4,0,0,SUPPORT,1041,False
12,0,0,False,False,12,NONE,12,0,9,18,12190,27,0,0,1,13,0,0,SUPPORT,1041,False
7,0,0,False,False,6,TOP,0,1,10,24,10033,33,2,0,4,13,1,5,SOLO,1520,False
5,0,0,False,False,4,JUNGLE,133,0,10,22,8562,21,0,0,17,10,2,2,NONE,1520,False
6,0,0,False,False,0,MIDDLE,8,0,10,10,7548,35,0,0,70,7,1,1,SOLO,1520,False
5,0,0,False,False,0,BOTTOM,8,0,10,14,8815,5,11,0,25,8,1,0,CARRY,1520,False
6,0,0,False,False,1,BOTTOM,0,0,10,53,5665,28,1,0,5,20,4,2,SUPPORT,1520,False
6,0,0,True,False,4,TOP,0,1,1,18,8612,20,2,0,9,10,3,1,SOLO,1520,True
2,3,0,False,False,10,JUNGLE,149,2,1,25,12970,26,5,0,42,4,5,3,NONE,1520,True
1,0,0,False,False,12,MIDDLE,0,0,1,15,11639,8,1,0,10,9,1,0,SOLO,1520,True
2,0,0,False,False,2,BOTTOM,0,7,1,19,11365,0,10,0,24,10,4,2,CARRY,1520,True
0,0,0,False,False,1,BOTTOM,0,6,1,52,8603,20,2,0,23,24,5,3,SUPPORT,1520,True
4,0,1,False,False,12,TOP,8,2,8,19,17339,32,14,0,46,11,1,0,SOLO,2220,False
8,0,0,False,False,7,JUNGLE,203,0,8,34,16916,21,13,0,57,7,4,5,NONE,2220,False
11,1,0,True,False,11,MIDDLE,8,2,8,34,15565,85,13,0,78,18,2,2,SOLO,2220,False
15,0,0,False,False,7,BOTTOM,30,1,8,19,16528,0,11,0,45,7,6,0,CARRY,2220,False
8,0,0,False,False,2,BOTTOM,4,0,8,90,9506,54,2,0,17,36,6,4,SUPPORT,2220,False
5,1,1,False,False,13,TOP,10,3,6,29,18538,37,5,0,20,14,3,0,SOLO,2220,True
9,2,0,False,False,13,JUNGLE,233,2,6,41,18565,29,25,0,186,7,5,3,NONE,2220,True
6,0,0,False,False,11,MIDDLE,0,1,6,8,16337,32,7,0,16,5,2,0,SOLO,2220,True
8,1,0,False,False,8,BOTTOM,4,6,6,14,17224,15,8,0,19,8,4,0,CARRY,2220,True
11,0,0,False,False,1,BOTTOM,0,3,6,68,10734,76,2,0,56,30,6,3,SUPPORT,2220,True
1,0,0,False,True,6,TOP,4,5,3,18,15497,84,17,0,64,8,1,1,SOLO,1916,True
6,0,1,False,True,10,JUNGLE,189,3,3,39,15573,16,2,0,140,26,3,10,NONE,1916,True
8,0,0,True,False,9,MIDDLE,0,3,3,21,13642,4,5,0,48,4,4,1,SOLO,1916,True
2,1,0,False,False,13,BOTTOM,11,6,3,25,18390,0,36,0,83,8,4,0,CARRY,1916,True
8,0,0,False,False,0,BOTTOM,2,3,3,89,9119,33,3,0,69,39,11,8,SUPPORT,1916,True
7,0,0,False,False,2,TOP,0,0,9,22,10112,20,5,0,31,10,3,0,SOLO,1916,False
5,3,0,False,False,10,JUNGLE,229,0,9,42,15427,5,8,0,71,7,11,2,NONE,1916,False
8,0,0,False,False,5,MIDDLE,0,1,9,23,12034,22,1,0,11,12,5,0,SOLO,1916,False
11,0,0,False,False,7,BOTTOM,6,3,9,16,13759,8,2,0,22,10,2,0,CARRY,1916,False
7,0,0,False,False,1,BOTTOM,0,2,9,94,8263,19,3,0,36,41,11,2,SUPPORT,1916,False
4,0,0,False,False,3,TOP,0,1,11,6,9690,43,2,0,4,6,0,0,SOLO,1516,False
4,0,0,False,True,2,JUNGLE,155,0,11,28,9026,8,2,0,20,2,7,0,NONE,1516,False
5,0,0,False,True,1,MIDDLE,0,0,11,11,8454,16,10,0,21,8,0,0,SOLO,1516,False
9,1,0,True,False,3,BOTTOM,4,0,11,15,8980,4,6,0,14,9,0,2,CARRY,1516,False
6,0,0,False,True,0,BOTTOM,0,0,11,50,5175,24,9,0,19,22,4,2,SUPPORT,1516,False
2,0,0,False,False,4,TOP,0,4,1,14,9674,6,2,0,28,9,0,0,SOLO,1516,True
1,1,0,False,False,4,JUNGLE,137,5,1,11,10704,57,5,0,85,2,3,2,NONE,1516,True
2,1,0,False,False,4,MIDDLE,12,4,1,16,10938,6,0,0,0,9,5,1,SOLO,1516,True
1,0,0,False,False,14,BOTTOM,3,9,1,12,14156,48,1,0,8,8,1,0,CARRY,1516,True
3,0,0,False,False,2,BOTTOM,1,8,1,43,9090,56,10,0,33,24,3,2,SUPPORT,1516,True
5,0,0,False,False,4,MIDDLE,0,0,0,0,7950,14,0,0,0,0,0,0,SUPPORT,1497,False
8,0,0,False,False,11,TOP,0,0,0,0,26475,13,3,0,6,0,0,0,SUPPORT,1497,True
6,0,0,False,False,10,TOP,0,0,0,0,19000,47,0,0,0,0,0,0,SUPPORT,1497,True
6,0,0,False,False,7,TOP,0,0,0,0,16500,70,0,0,0,0,0,0,SUPPORT,1497,True
8,0,0,False,False,16,BOTTOM,0,0,0,0,24250,35,3,0,14,0,0,0,SUPPORT,1497,True
4,0,0,False,False,8,BOTTOM,0,0,0,0,21250,162,6,0,10,0,0,0,SUPPORT,1497,True
7,0,0,False,False,4,BOTTOM,0,0,0,0,6950,27,0,0,0,0,0,0,SUPPORT,1497,False
